# q  I_recon
3.245493999999999810e-03 9.956168108203686806e-01
3.527709999999999874e-03 9.948240125775287268e-01
3.809926999999999845e-03 9.939660764447886265e-01
4.092143999999999816e-03 9.930431962958461423e-01
4.374361000000000221e-03 9.920555652948002123e-01
4.656577999999999759e-03 9.910034407552406055e-01
4.938795000000000164e-03 9.898871270946997258e-01
5.221011000000000228e-03 9.887069272999016167e-01
5.503227999999999766e-03 9.874631135397798909e-01
5.785445000000000171e-03 9.861559720033378218e-01
6.067661999999999708e-03 9.847858399274249663e-01
6.349879000000000114e-03 9.833530909809893306e-01
6.632095999999999651e-03 9.818580860339377603e-01
6.914311999999999715e-03 9.803011595418673618e-01
7.196529000000000120e-03 9.786826335414425815e-01
7.478745999999999658e-03 9.770029396752746287e-01
7.760963000000000063e-03 9.752625595164722272e-01
8.043180000000000468e-03 9.734619467988975261e-01
8.325397000000000006e-03 9.716014942855415448e-01
8.607613999999999543e-03 9.696815977644447360e-01
8.889829999999999607e-03 9.677027593171295683e-01
9.172046999999999145e-03 9.656655127081424927e-01
9.454264000000000417e-03 9.635703799528616553e-01
9.736480999999999955e-03 9.614178126357801890e-01
1.001869799999999949e-02 9.592082669865839017e-01
1.030091500000000077e-02 9.569422939482922219e-01
1.058313100000000083e-02 9.546204980452106525e-01
1.086534800000000037e-02 9.522434375801954731e-01
1.114756499999999990e-02 9.498116580618398697e-01
1.142978199999999944e-02 9.473257052842889436e-01
1.171199900000000071e-02 9.447862105278640454e-01
1.199421600000000025e-02 9.421938408146759425e-01
1.227643200000000032e-02 9.395492086088760297e-01
1.255864899999999985e-02 9.368527988480709334e-01
1.284086599999999939e-02 9.341051462838388941e-01
1.312308300000000066e-02 9.313069656461536727e-01
1.340530000000000020e-02 9.284590425728365126e-01
1.368751699999999974e-02 9.255620720844927041e-01
1.396973299999999980e-02 9.226166331441644219e-01
1.425194999999999934e-02 9.196232907793920885e-01
1.453416700000000061e-02 9.165827897375278255e-01
1.481638400000000015e-02 9.134959131843177760e-01
1.509860099999999969e-02 9.103633620424000927e-01
1.538081799999999923e-02 9.071857337631727969e-01
1.566303399999999929e-02 9.039636632378563741e-01
1.594525100000000056e-02 9.006979106445693883e-01
1.622746799999999837e-02 8.973893165241456638e-01
1.650968499999999964e-02 8.940386313500228166e-01
1.679190200000000091e-02 8.906465162653210976e-01
1.707411899999999871e-02 8.872136542799048398e-01
1.735633500000000051e-02 8.837408571480391828e-01
1.763855199999999832e-02 8.802289276439718702e-01
1.792076899999999959e-02 8.766786166431824734e-01
1.820298600000000086e-02 8.730905719158529310e-01
1.848520299999999866e-02 8.694654762270371817e-01
1.876741999999999994e-02 8.658041639177026516e-01
1.904963600000000173e-02 8.621075148768311269e-01
1.933185299999999954e-02 8.583762830250868392e-01
1.961407000000000081e-02 8.546111814822011654e-01
1.989628699999999861e-02 8.508129491145060008e-01
2.017850399999999988e-02 8.469824687819093034e-01
2.046072100000000116e-02 8.431206428585527046e-01
2.074293799999999896e-02 8.392281793950708835e-01
2.102515400000000076e-02 8.353056383864537748e-01
2.130737099999999856e-02 8.313536332091228109e-01
2.158958799999999983e-02 8.273731259252499193e-01
2.187180500000000111e-02 8.233651117528992813e-01
2.215402199999999891e-02 8.193304171252333568e-01
2.243623900000000018e-02 8.152697415512413226e-01
2.271845499999999851e-02 8.111838235121754392e-01
2.300067199999999978e-02 8.070734333750252398e-01
2.328288900000000106e-02 8.029393923014470635e-01
2.356510599999999886e-02 7.987824401985018641e-01
2.384732300000000013e-02 7.946032718326385691e-01
2.412954000000000140e-02 7.904026353553110784e-01
2.441175599999999973e-02 7.861814264994193557e-01
2.469397300000000101e-02 7.819405023016113843e-01
2.497618999999999881e-02 7.776806171060340889e-01
2.525840700000000008e-02 7.734024206175085236e-01
2.554062400000000135e-02 7.691066274616606968e-01
2.582284099999999916e-02 7.647940971330077220e-01
2.610505700000000096e-02 7.604657076208395372e-01
2.638727399999999876e-02 7.561221398326204435e-01
2.666949100000000003e-02 7.517640382799213317e-01
2.695170800000000130e-02 7.473920976479977440e-01
2.723392499999999911e-02 7.430071428005681211e-01
2.751614200000000038e-02 7.386100009759510865e-01
