# q  I_recon
2.398167000000000094e-03 9.974934619972334326e-01
2.680304000000000107e-03 9.968702210918610751e-01
2.962441000000000119e-03 9.961782845845307266e-01
3.244579000000000039e-03 9.954178367230975821e-01
3.526716000000000052e-03 9.945891042460877074e-01
3.808853000000000065e-03 9.936923029473734292e-01
4.090990000000000078e-03 9.927276391452143356e-01
4.373128000000000432e-03 9.916953177073493109e-01
4.655264999999999577e-03 9.905956197345000547e-01
4.937401999999999590e-03 9.894288638331739660e-01
5.219539999999999944e-03 9.881953627638498938e-01
5.501676999999999956e-03 9.868954261915733328e-01
5.783813999999999969e-03 9.855293526184230046e-01
6.065950999999999982e-03 9.840975009302285192e-01
6.348089000000000336e-03 9.826002622579116386e-01
6.630226000000000348e-03 9.810380320262858111e-01
6.912363000000000361e-03 9.794111596807537623e-01
7.194500000000000374e-03 9.777200040904282519e-01
7.476637999999999860e-03 9.759650112152001844e-01
7.758774999999999873e-03 9.741467023623141541e-01
8.040912000000000753e-03 9.722655540438146504e-01
8.323050000000000240e-03 9.703219829325706591e-01
8.605187000000000253e-03 9.683164292613715141e-01
8.887324000000000265e-03 9.662494118204532079e-01
9.169461000000000278e-03 9.641215102356336386e-01
9.451598999999999764e-03 9.619332653250387555e-01
9.733735999999999777e-03 9.596851794585351536e-01
1.001587299999999979e-02 9.573777361003422692e-01
1.029800999999999980e-02 9.550115211496907897e-01
1.058014799999999929e-02 9.525871583910887619e-01
1.086228499999999930e-02 9.501052773827417530e-01
1.114442199999999931e-02 9.475664458326480410e-01
1.142656000000000054e-02 9.449712386971353961e-01
1.170869700000000055e-02 9.423203446965238150e-01
1.199083400000000056e-02 9.396144623513794647e-01
1.227297100000000057e-02 9.368542372556813991e-01
1.255510900000000006e-02 9.340402055452035057e-01
1.283724600000000007e-02 9.311729536672376240e-01
1.311938300000000009e-02 9.282532278201716114e-01
1.340152000000000010e-02 9.252818579975775615e-01
1.368365799999999959e-02 9.222595749274122845e-01
1.396579499999999960e-02 9.191870134955070215e-01
1.424793199999999961e-02 9.160647925962746019e-01
1.453007000000000083e-02 9.128936807797807251e-01
1.481220700000000084e-02 9.096745321770758341e-01
1.509434400000000086e-02 9.064080862260504023e-01
1.537648099999999914e-02 9.030949874932625576e-01
1.565861899999999862e-02 8.997358928755427865e-01
1.594075600000000037e-02 8.963316568641680471e-01
1.622289299999999865e-02 8.928831477276351070e-01
1.650503000000000040e-02 8.893911680427636357e-01
1.678716800000000162e-02 8.858564160344352123e-01
1.706930499999999989e-02 8.822796480278758402e-01
1.735144200000000164e-02 8.786617008821077102e-01
1.763357999999999939e-02 8.750034413621045060e-01
1.791571700000000114e-02 8.713056882565203276e-01
1.819785399999999942e-02 8.675691283379850516e-01
1.847999100000000117e-02 8.637944942351762911e-01
1.876212899999999892e-02 8.599826586099903469e-01
1.904426600000000067e-02 8.561345700727167607e-01
1.932640299999999894e-02 8.522510508070081370e-01
1.960854000000000069e-02 8.483328529893030545e-01
1.989067799999999844e-02 8.443807513261794018e-01
2.017281500000000019e-02 8.403957088620147564e-01
2.045495199999999847e-02 8.363786697998708553e-01
2.073708900000000022e-02 8.323304029974840645e-01
2.101922700000000144e-02 8.282514963523979201e-01
2.130136399999999972e-02 8.241426694690693333e-01
2.158350100000000146e-02 8.200049052569926555e-01
2.186563899999999921e-02 8.158392382916784813e-01
2.214777600000000096e-02 8.116465840647409946e-01
