# q  I_mean  I_sem  (133000 frames, stride=1)
0.000000000000000000e+00 2.498100360998540372e+07 4.100558923255019714e-08
6.999999999999999929e-04 2.497165051908606291e+07 1.081767458088945055e+01
1.399999999999999986e-03 2.494362224164875969e+07 4.319170021017531269e+01
2.099999999999999870e-03 2.489700417573039979e+07 9.688596801351292243e+01
2.799999999999999972e-03 2.483194199748006836e+07 1.715089739888143754e+02
3.500000000000000073e-03 2.474863579130754247e+07 2.665188423666733115e+02
4.199999999999999740e-03 2.464734478454623744e+07 3.812289194459832515e+02
4.899999999999999842e-03 2.452837392680864409e+07 5.148144644289687903e+02
5.599999999999999943e-03 2.439209141946033761e+07 6.663223616908567237e+02
6.300000000000000044e-03 2.423890755815275013e+07 8.346797775517234186e+02
7.000000000000000146e-03 2.406928522026915848e+07 1.018706067827344896e+03
7.700000000000000247e-03 2.388372229864971340e+07 1.217123775882373366e+03
8.399999999999999481e-03 2.368277503817851469e+07 1.428573517603969549e+03
9.100000000000000450e-03 2.346702296228842810e+07 1.651623585755209660e+03
9.799999999999999684e-03 2.323709573514868319e+07 1.884789178759453080e+03
1.050000000000000065e-02 2.299363920926787704e+07 2.126540163154450056e+03
1.119999999999999989e-02 2.273734308236734197e+07 2.375321077149928897e+03
1.190000000000000085e-02 2.246891476005116105e+07 2.629560837213740342e+03
1.260000000000000009e-02 2.218909123993622884e+07 2.887691233593514880e+03
1.329999999999999932e-02 2.189860333398260176e+07 3.148151547217336429e+03
1.400000000000000029e-02 2.159823311954228580e+07 3.409414722463468479e+03
1.469999999999999953e-02 2.128874152208121121e+07 3.669984998332598934e+03
1.540000000000000049e-02 2.097091917143781111e+07 3.928421615895284049e+03
1.609999999999999973e-02 2.064553383184800670e+07 4.183336742026473075e+03
1.679999999999999896e-02 2.031338392760752514e+07 4.433417668060759752e+03
1.750000000000000167e-02 1.997524003428167477e+07 4.677425203479144329e+03
1.820000000000000090e-02 1.963188383865632117e+07 4.914204874384138748e+03
1.890000000000000013e-02 1.928406107758118585e+07 5.142688236418437555e+03
1.959999999999999937e-02 1.893253647428065538e+07 5.361904571709634183e+03
2.029999999999999860e-02 1.857803666224496439e+07 5.570982447465182304e+03
2.100000000000000130e-02 1.822129272068907320e+07 5.769146869170693208e+03
2.170000000000000054e-02 1.786296460621020943e+07 5.955716782390236403e+03
2.239999999999999977e-02 1.750375776603190973e+07 6.130125398110530114e+03
2.309999999999999901e-02 1.714431394459772483e+07 6.291901705597123510e+03
2.380000000000000171e-02 1.678525319127905369e+07 6.440667795128808393e+03
2.450000000000000094e-02 1.642715943091630936e+07 6.576141509814466190e+03
2.520000000000000018e-02 1.607061634488236345e+07 6.698139327798462546e+03
2.589999999999999941e-02 1.571614623809093423e+07 6.806561085639733392e+03
2.659999999999999865e-02 1.536426834478217922e+07 6.901393021903598310e+03
2.730000000000000135e-02 1.501544032252904773e+07 6.982694327177387095e+03
2.800000000000000058e-02 1.467011867484400235e+07 7.050605420237840008e+03
2.869999999999999982e-02 1.432871127801834606e+07 7.105329089082859355e+03
2.939999999999999905e-02 1.399160787672748044e+07 7.147133308634990499e+03
3.009999999999999828e-02 1.365913263375243917e+07 7.176333315541492084e+03
3.080000000000000099e-02 1.333162736464240029e+07 7.193307573350071834e+03
