# q  I_mean  I_sem  (133000 frames, stride=1)
0.000000000000000000e+00 2.498100360998526216e+07 4.122020778869693220e-08
6.999999999999999929e-04 2.497591806872665882e+07 4.084739691547666141e+00
1.399999999999999986e-03 2.496067006458182260e+07 1.632481427833347709e+01
2.099999999999999870e-03 2.493527963475328311e+07 3.668298772159243271e+01
2.799999999999999972e-03 2.489978301300818101e+07 6.509442755123905044e+01
3.500000000000000073e-03 2.485422841426537931e+07 1.014696581395208312e+02
4.199999999999999740e-03 2.479868176419677213e+07 1.456942768310014742e+02
4.899999999999999842e-03 2.473321431074401736e+07 1.976291924607614590e+02
5.599999999999999943e-03 2.465792238803583756e+07 2.571116374021902402e+02
6.300000000000000044e-03 2.457290740046970546e+07 3.239551871445068514e+02
7.000000000000000146e-03 2.447828915921385586e+07 3.979511482777424476e+02
7.700000000000000247e-03 2.437418979774350300e+07 4.788681764379637116e+02
8.399999999999999481e-03 2.426076125281103328e+07 5.664562136248621300e+02
9.100000000000000450e-03 2.413815036342555657e+07 6.604416671966872627e+02
9.799999999999999684e-03 2.400653203508555144e+07 7.605363397783750088e+02
1.050000000000000065e-02 2.386607428768877685e+07 8.664303007185931165e+02
1.119999999999999989e-02 2.371697291648491472e+07 9.777996351747767676e+02
1.190000000000000085e-02 2.355942572494701296e+07 1.094303771319702946e+03
1.260000000000000009e-02 2.339364984734432399e+07 1.215589354257545210e+03
1.329999999999999932e-02 2.321984556715672463e+07 1.341287896034200003e+03
1.400000000000000029e-02 2.303826268378010020e+07 1.471021732671143354e+03
1.469999999999999953e-02 2.284912601250513270e+07 1.604404153552056869e+03
1.540000000000000049e-02 2.265269227101348341e+07 1.741036544783641830e+03
1.609999999999999973e-02 2.244919869458056986e+07 1.880514685806631860e+03
1.679999999999999896e-02 2.223892185123524815e+07 2.022428844712337195e+03
1.750000000000000167e-02 2.202212088212919235e+07 2.166368363774951831e+03
1.820000000000000090e-02 2.179907784214913845e+07 2.311914439744105039e+03
1.890000000000000013e-02 2.157005393905455247e+07 2.458648770102877279e+03
1.959999999999999937e-02 2.133534710528187081e+07 2.606153055564377155e+03
