# q  I_recon
3.245493999999999810e-03 9.947597823574877429e-01
3.527709999999999874e-03 9.938129123675298882e-01
3.809926999999999845e-03 9.927885643389441350e-01
4.092143999999999816e-03 9.916870544506789509e-01
4.374361000000000221e-03 9.905087010873973030e-01
4.656577999999999759e-03 9.892538978325754462e-01
4.938795000000000164e-03 9.879230934977104583e-01
5.221011000000000228e-03 9.865167413700021148e-01
5.503227999999999766e-03 9.850352745450634551e-01
5.785445000000000171e-03 9.834791455262742454e-01
6.067661999999999708e-03 9.818488673559344626e-01
6.349879000000000114e-03 9.801449963236947838e-01
6.632095999999999651e-03 9.783680810314623333e-01
6.914311999999999715e-03 9.765186566091621501e-01
7.196529000000000120e-03 9.745972451479274490e-01
7.478745999999999658e-03 9.726044895536236634e-01
7.760963000000000063e-03 9.705410865110379870e-01
8.043180000000000468e-03 9.684077101956591882e-01
8.325397000000000006e-03 9.662049850460613376e-01
8.607613999999999543e-03 9.639335406095355108e-01
8.889829999999999607e-03 9.615941198671575929e-01
9.172046999999999145e-03 9.591874968076351538e-01
9.454264000000000417e-03 9.567144424452774798e-01
9.736480999999999955e-03 9.541756655333168968e-01
1.001869799999999949e-02 9.515718810990678733e-01
1.030091500000000077e-02 9.489039034071924394e-01
1.058313100000000083e-02 9.461726039872025984e-01
1.086534800000000037e-02 9.433788074381659339e-01
1.114756499999999990e-02 9.405233361740398257e-01
1.142978199999999944e-02 9.376070125573409131e-01
1.171199900000000071e-02 9.346307478417483772e-01
1.199421600000000025e-02 9.315954905382045625e-01
1.227643200000000032e-02 9.285021391436006910e-01
1.255864899999999985e-02 9.253514643954570129e-01
1.284086599999999939e-02 9.221442921353880662e-01
1.312308300000000066e-02 9.188816274714205479e-01
1.340530000000000020e-02 9.155645467759931933e-01
1.368751699999999974e-02 9.121940368286418632e-01
1.396973299999999980e-02 9.087709714783788195e-01
1.425194999999999934e-02 9.052962059786328064e-01
1.453416700000000061e-02 9.017707821389184808e-01
1.481638400000000015e-02 8.981957790700577648e-01
1.509860099999999969e-02 8.945721922499727530e-01
1.538081799999999923e-02 8.909009119369987184e-01
1.566303399999999929e-02 8.871828674424597772e-01
1.594525100000000056e-02 8.834191079060875751e-01
1.622746799999999837e-02 8.796107679442728422e-01
1.650968499999999964e-02 8.757588874385976441e-01
1.679190200000000091e-02 8.718644136346428430e-01
1.707411899999999871e-02 8.679283151642512850e-01
1.735633500000000051e-02 8.639516898736409045e-01
1.763855199999999832e-02 8.599356207447488298e-01
1.792076899999999959e-02 8.558811401752770553e-01
1.820298600000000086e-02 8.517891715353465010e-01
1.848520299999999866e-02 8.476606723501144414e-01
1.876741999999999994e-02 8.434967491929439287e-01
1.904963600000000173e-02 8.392985549572159476e-01
1.933185299999999954e-02 8.350671034059560238e-01
1.961407000000000081e-02 8.308033655973762199e-01
1.989628699999999861e-02 8.265083355245759211e-01
2.017850399999999988e-02 8.221831485534331074e-01
2.046072100000000116e-02 8.178289587711516928e-01
2.074293799999999896e-02 8.134467220677010779e-01
2.102515400000000076e-02 8.090372447642976139e-01
2.130737099999999856e-02 8.046013768581085079e-01
2.158958799999999983e-02 8.001403086091227745e-01
2.187180500000000111e-02 7.956552589250081020e-01
2.215402199999999891e-02 7.911472753623779441e-01
2.243623900000000018e-02 7.866172766180314913e-01
2.271845499999999851e-02 7.820662184626485658e-01
2.300067199999999978e-02 7.774950740628163715e-01
2.328288900000000106e-02 7.729048701924493558e-01
2.356510599999999886e-02 7.682965442260443201e-01
2.384732300000000013e-02 7.636709839848191406e-01
2.412954000000000140e-02 7.590291261880600659e-01
2.441175599999999973e-02 7.543720459080711649e-01
2.469397300000000101e-02 7.497007728301047225e-01
2.497618999999999881e-02 7.450162337033616744e-01
2.525840700000000008e-02 7.403192460720739998e-01
2.554062400000000135e-02 7.356106868685561295e-01
2.582284099999999916e-02 7.308915658809733706e-01
2.610505700000000096e-02 7.261629104807102442e-01
2.638727399999999876e-02 7.214255398471656200e-01
2.666949100000000003e-02 7.166802372311732450e-01
2.695170800000000130e-02 7.119278307792503702e-01
2.723392499999999911e-02 7.071692713408971320e-01
2.751614200000000038e-02 7.024055099265401614e-01
2.779835799999999871e-02 6.976373978920793473e-01
2.808057499999999998e-02 6.928656789736663546e-01
2.836279200000000125e-02 6.880911927181782017e-01
2.864500899999999906e-02 6.833148420516380606e-01
2.892722600000000033e-02 6.785375125639030447e-01
2.920944300000000160e-02 6.737599043765681861e-01
2.949165899999999993e-02 6.689826543701230532e-01
2.977387600000000120e-02 6.642064612002135382e-01
3.005609299999999900e-02 6.594322533830969668e-01
3.033831000000000028e-02 6.546609291191026747e-01
3.062052700000000155e-02 6.498931986402763927e-01
3.090274399999999935e-02 6.451296989097745627e-01
3.118496000000000115e-02 6.403711333797408312e-01
3.146717699999999895e-02 6.356182260856304556e-01
3.174939400000000023e-02 6.308717371921617190e-01
3.203161100000000150e-02 6.261322966788411826e-01
3.231382800000000277e-02 6.214004963173676011e-01
3.259604499999999710e-02 6.166769958882306613e-01
3.287826099999999890e-02 6.119625594926858536e-01
3.316047800000000018e-02 6.072578780348402150e-01
3.344269500000000145e-02 6.025635469046657366e-01
3.372491200000000272e-02 5.978801011250636233e-01
3.400712899999999705e-02 5.932081421929841225e-01
3.428934599999999833e-02 5.885483488455462986e-01
3.457156200000000013e-02 5.839013796497732889e-01
3.485377900000000140e-02 5.792676603416782033e-01
3.513599600000000267e-02 5.746476198739741692e-01
3.541821299999999700e-02 5.700417998478890524e-01
3.570042999999999828e-02 5.654508772546199546e-01
3.598264699999999955e-02 5.608754849872438220e-01
3.626486400000000082e-02 5.563160548685925910e-01
3.654708000000000262e-02 5.517729901701533546e-01
3.682929699999999695e-02 5.472467589631794249e-01
3.711151399999999823e-02 5.427379846312918588e-01
3.739373099999999950e-02 5.382472127677807583e-01
3.767594800000000077e-02 5.337747558009758864e-01
3.795816500000000204e-02 5.293208837167163727e-01
3.824038099999999690e-02 5.248860426893340314e-01
3.852259799999999818e-02 5.204707688342916638e-01
3.880481499999999945e-02 5.160755959240344026e-01
3.908703200000000072e-02 5.117008720896677465e-01
3.936924900000000199e-02 5.073469156100032240e-01
3.965146600000000326e-02 5.030140975138942538e-01
3.993368199999999812e-02 4.987028446631164846e-01
4.021589899999999940e-02 4.944135041584606927e-01
4.049811600000000067e-02 4.901463706292866762e-01
4.078033300000000194e-02 4.859017121907536207e-01
4.106255000000000321e-02 4.816798733883791983e-01
4.134476699999999755e-02 4.774812516944330620e-01
4.162698299999999935e-02 4.733062015340789852e-01
4.190920000000000062e-02 4.691548853399790664e-01
4.219141700000000189e-02 4.650274988118192621e-01
4.247363400000000316e-02 4.609243523755449101e-01
4.275585099999999750e-02 4.568458371456395328e-01
4.303806799999999877e-02 4.527922699912644289e-01
4.332028400000000057e-02 4.487638125983562376e-01
4.360250100000000184e-02 4.447605697924140178e-01
4.388471800000000311e-02 4.407827766607614328e-01
4.416693499999999745e-02 4.368307028900954014e-01
4.444915199999999872e-02 4.329045842253173015e-01
4.473136899999999999e-02 4.290045870179780563e-01
4.501358500000000179e-02 4.251308908852183266e-01
4.529580200000000306e-02 4.212837015805311891e-01
4.557801899999999740e-02 4.174632988462950167e-01
4.586023599999999867e-02 4.136698328050325557e-01
4.614245299999999994e-02 4.099032438025626002e-01
4.642467000000000121e-02 4.061634876873614908e-01
4.670688600000000301e-02 4.024508144137795007e-01
4.698910299999999735e-02 3.987655597553624864e-01
4.727131999999999862e-02 3.951079565043876807e-01
4.755353699999999989e-02 3.914779916909345014e-01
4.783575400000000116e-02 3.878756474343460492e-01
4.811797100000000244e-02 3.843010141919703804e-01
4.840018699999999729e-02 3.807542378900526936e-01
4.868240399999999857e-02 3.772353758269240687e-01
4.896462099999999984e-02 3.737444482898893972e-01
4.924683800000000111e-02 3.702814725005267871e-01
4.952905500000000238e-02 3.668465562378578904e-01
4.981127199999999672e-02 3.634398379491153852e-01
5.009348799999999852e-02 3.600613818120154686e-01
5.037570499999999979e-02 3.567111024167643474e-01
5.065792200000000106e-02 3.533889679566070141e-01
5.094013900000000233e-02 3.500950663580402744e-01
5.122235599999999667e-02 3.468295244411753742e-01
5.150457299999999794e-02 3.435923509324460001e-01
5.178678999999999921e-02 3.403834140567254529e-01
5.206900600000000101e-02 3.372026175054130270e-01
5.235122300000000228e-02 3.340499805522715859e-01
5.263343999999999662e-02 3.309255956878726090e-01
5.291565699999999789e-02 3.278294497703089783e-01
5.319787399999999916e-02 3.247614284122614103e-01
5.348009100000000043e-02 3.217214415158175522e-01
5.376230700000000223e-02 3.187095293786557648e-01
5.404452399999999657e-02 3.157257245547999691e-01
5.432674099999999784e-02 3.127699524226484895e-01
5.460895799999999911e-02 3.098419927249706496e-01
5.489117500000000038e-02 3.069416740804987720e-01
5.517339200000000166e-02 3.040690230152696127e-01
5.545560800000000345e-02 3.012241157399067060e-01
5.573782499999999779e-02 2.984069009239845860e-01
5.602004199999999906e-02 2.956172723973975458e-01
5.630225900000000033e-02 2.928551041568591695e-01
5.658447600000000161e-02 2.901202480847372978e-01
5.686669300000000288e-02 2.874125540848662674e-01
5.714890899999999774e-02 2.847319201293366797e-01
5.743112599999999901e-02 2.820782462120585699e-01
5.771334300000000028e-02 2.794514637391378731e-01
5.799556000000000155e-02 2.768515004562721038e-01
5.827777700000000283e-02 2.742782780879964299e-01
5.855999399999999716e-02 2.717316240877329370e-01
5.884220999999999896e-02 2.692113078668418868e-01
5.912442700000000023e-02 2.667171305972778628e-01
5.940664400000000150e-02 2.642490745712051670e-01
5.968886100000000278e-02 2.618071237037699062e-01
5.997107799999999711e-02 2.593911019890767222e-01
6.025329499999999838e-02 2.570007312414152034e-01
6.053551100000000018e-02 2.546358130129964259e-01
6.081772800000000145e-02 2.522962920051444735e-01
6.109994500000000273e-02 2.499821438964468234e-01
6.138216199999999706e-02 2.476931575405509345e-01
6.166437899999999833e-02 2.454290196544766933e-01
6.194659599999999960e-02 2.431895261193919577e-01
6.222881200000000140e-02 2.409747083819763491e-01
6.251102899999999574e-02 2.387845650407338649e-01
6.279324599999999701e-02 2.366187896163029214e-01
6.307546299999999828e-02 2.344768994506932491e-01
6.335767999999999955e-02 2.323586141196488375e-01
6.363989700000000083e-02 2.302640303684614365e-01
6.392211300000000263e-02 2.281932493155394703e-01
6.420433000000000390e-02 2.261460126075967025e-01
6.448654700000000517e-02 2.241219288491677897e-01
6.476876400000000644e-02 2.221207273382656555e-01
6.505098099999999384e-02 2.201423520440738135e-01
6.533319799999999511e-02 2.181867427056278785e-01
6.561541399999999691e-02 2.162536790551970178e-01
6.589763099999999818e-02 2.143428520384682012e-01
6.617984799999999945e-02 2.124540358004311513e-01
6.646206500000000073e-02 2.105870917776874462e-01
6.674428200000000200e-02 2.087418791518993455e-01
6.702649900000000327e-02 2.069181970364346868e-01
6.730871600000000454e-02 2.051158227565554326e-01
6.759093200000000634e-02 2.033345634200962315e-01
6.787314899999999374e-02 2.015742390384388516e-01
6.815536599999999501e-02 1.998346814111589542e-01
6.843758299999999628e-02 1.981156657035377522e-01
6.871979999999999755e-02 1.964169516470824217e-01
6.900201699999999883e-02 1.947383412138906367e-01
6.928423300000000062e-02 1.930796936846459755e-01
6.956645000000000190e-02 1.914408358217298267e-01
6.984866700000000317e-02 1.898215267096614034e-01
7.013088400000000444e-02 1.882214967325157584e-01
7.041310100000000571e-02 1.866405428873066097e-01
7.069531799999999311e-02 1.850785353935004152e-01
7.097753399999999491e-02 1.835353288551859752e-01
7.125975099999999618e-02 1.820106572304540649e-01
7.154196799999999745e-02 1.805042471683845628e-01
7.182418499999999872e-02 1.790159026411288490e-01
7.210640200000000000e-02 1.775455097896590784e-01
7.238861900000000127e-02 1.760929296485204132e-01
7.267083500000000307e-02 1.746579213231673477e-01
7.295305200000000434e-02 1.732402074877449072e-01
7.323526900000000561e-02 1.718395978717132400e-01
7.351748600000000688e-02 1.704559613481694269e-01
7.379970299999999428e-02 1.690891393966190703e-01
7.408191999999999555e-02 1.677388748961385068e-01
7.436413599999999735e-02 1.664049008768959947e-01
7.464635299999999862e-02 1.650870314827440344e-01
7.492856999999999990e-02 1.637851719945931928e-01
7.521078700000000117e-02 1.624991743368457975e-01
7.549300400000000244e-02 1.612287400247695290e-01
7.577522100000000371e-02 1.599735556611106002e-01
7.605743700000000551e-02 1.587334886399641432e-01
7.633965400000000678e-02 1.575085215490247270e-01
